id,age,education,marital,gender,ethnic,industry,income
137,54.505,17,1,1,1,7,115004
138,37.849,12,1,1,0,7,115052
139,32.833,12,1,0,2,5,61902
140,54.724,12,0,0,0,5,85771
141,47.404,12,0,1,1,4,71398
142,50.397,16,1,0,2,3,59304
143,40.178,14,1,0,1,1,29921
144,49.96,16,1,0,2,2,39708
145,50.512,16,0,1,0,0,32025
146,49.987,12,1,1,0,5,46942
147,53.115,18,2,0,0,1,41175
148,42.937,16,0,1,1,0,26863
149,50.367,16,1,1,2,1,31818
150,51.57,12,0,0,1,0,33257
151,58.472,16,0,1,1,0,33167
152,38.236,17,1,1,0,4,54371
153,52.361,16,2,0,0,1,46481
154,50.783,16,1,0,1,2,34526
155,46.921,16,1,1,1,0,25454
156,51.435,12,0,1,0,2,40217
157,54.55,12,1,1,1,0,32320
158,52.804,16,0,1,1,0,31404
159,53.046,14,0,1,1,6,90207
160,59.807,12,3,0,0,3,53854
161,45.782,18,0,1,0,6,93047
162,46.305,16,1,1,0,4,58205
163,38.411,18,1,1,2,6,109630
164,42.824,12,0,1,0,1,44136
165,43.549,16,0,0,0,3,53801
166,44.193,18,0,0,1,3,57937
167,56.445,12,2,1,1,0,20252
168,43.418,20,0,0,0,7,142733
169,34.858,16,0,0,2,5,60020
170,45.227,0,0,1,2,4,53738
171,56.07,16,0,1,2,6,107830
172,42.074,16,1,1,1,4,67934
173,51.225,14,0,0,1,5,66341
174,32.159,12,0,1,0,5,65454
175,32.798,16,1,1,2,5,64846
176,52.359,16,0,0,0,1,41437
177,46.978,13,0,1,1,7,95415
178,43.298,14,0,0,1,5,59966
179,42.278,14,2,1,2,6,92342
180,54.88,16,0,0,2,1,33168
181,31.795,16,1,0,2,6,92979
182,49.376,13,1,0,2,0,23264
183,49.525,12,1,1,1,0,27847
184,42.017,14,0,0,1,4,65054
185,33.97,17,0,1,0,3,52142
186,42.746,18,0,1,0,1,33005
187,34.042,20,2,1,0,4,69014
188,59.142,16,1,1,0,3,38512
189,45.27,12,0,1,2,5,65171
190,55.734,12,0,1,1,3,53002
191,40.852,14,1,1,0,1,35384
192,45.17,18,1,1,2,7,148730
193,36.495,16,1,0,2,1,32453
194,53.316,16,1,1,1,1,40913
195,31.937,13,0,1,1,2,50332
196,33.931,18,0,1,0,5,62885
197,33.344,12,2,1,2,6,91830
198,34.964,16,1,0,2,5,66015
199,31.132,16,1,1,0,4,62046
200,49.918,16,2,1,0,4,60775
201,47.081,14,3,1,2,6,67944
202,55.14,19,2,0,1,2,53126
203,45.129,18,1,1,1,4,70147
204,53.113,12,1,1,1,4,57952
205,41.559,14,1,0,0,3,61813
206,56.237,20,2,0,0,6,111993
207,43.659,13,2,0,2,3,53727
208,52.935,16,2,0,0,3,52578
209,36.077,14,0,1,2,6,120126
210,32.714,20,0,0,0,0,25846
211,44.014,19,1,1,0,1,30278
212,31.445,20,0,0,2,5,79423
213,51.408,16,1,0,0,1,34638
214,45.24,18,0,0,2,3,48623
215,32.614,12,1,0,2,6,73276
216,31.609,18,1,0,2,5,71272
217,51.296,16,0,1,1,1,35227
218,48.248,14,0,1,2,6,91555
219,50.488,16,1,0,2,2,41940
220,45.796,17,3,0,1,0,31641
221,48.13,16,1,0,1,6,123941
222,35.323,20,0,1,0,4,66875
223,37.456,20,0,0,1,2,48183
224,31.741,13,1,0,0,6,84554
225,50.503,18,3,1,1,1,43442
226,40.307,13,0,0,2,6,81991
227,41.755,18,1,0,0,1,31332
228,59.644,14,2,0,2,0,28804
229,40.217,12,1,1,2,5,49853
230,32.24,16,1,1,1,4,79761
231,44.368,10,2,1,0,4,60311
232,51.704,12,1,0,1,1,38536
233,52.69,20,1,0,0,2,38993
234,31.186,21,0,0,2,2,40399
235,48.99,12,0,0,1,2,49763
236,51.905,16,1,0,0,2,43738
237,40.09,16,1,1,0,1,36080
238,50.618,12,1,0,2,1,40017
239,38.163,16,1,1,0,7,84992
240,44.554,12,0,0,0,2,44725
241,33.292,12,0,0,2,6,91075
242,56.53,20,1,1,1,0,25915
243,53.734,12,0,1,2,6,117059
244,36.593,12,1,0,0,3,46066
245,58.347,18,1,0,1,2,40076
246,32.571,16,1,0,2,2,43617
247,36.666,0,1,0,1,0,32639
248,49.339,18,3,0,2,2,54704
249,41.482,13,1,1,0,6,102756
250,57.583,16,1,1,1,1,41623
251,55.247,12,1,0,2,0,21091
252,35.048,17,1,1,0,0,22234
253,45.263,16,1,1,2,6,80901
254,56.486,16,1,0,2,7,72841
255,46.748,16,1,1,2,5,64284
256,39.98,14,1,1,0,3,60989
257,42.026,18,1,0,1,0,29009
258,50.613,16,1,0,2,3,43347
259,47.592,8,0,1,1,4,57432
260,44.647,21,3,0,0,3,58805
261,44.383,20,0,0,1,6,102995
262,46.996,16,1,0,2,5,72460
263,35.104,12,1,0,1,0,33497
264,44.407,17,1,0,0,6,127100
265,57.085,12,0,0,0,1,44240
266,39.97,14,1,1,1,1,25271
267,31.538,17,1,1,1,3,51549
268,39.845,16,1,0,2,1,30997
269,37.957,21,1,1,2,5,62102
270,44.025,12,1,0,0,2,34742
271,30.788,0,1,1,2,6,78436
272,38.552,16,0,0,2,0,28372
273,46.582,12,0,0,1,0,24915
274,50.585,13,1,1,1,3,48034
275,37.055,16,2,0,0,6,55847
276,35.285,16,0,0,2,5,66987
277,34.322,12,0,0,0,2,54742
278,43.219,13,0,0,1,1,44450
279,30.344,17,1,0,0,0,32088
280,41.202,16,0,1,1,2,47254
281,46.862,17,1,0,1,3,54995
282,56.352,12,0,1,2,1,33906
283,43.557,12,1,0,1,0,33694
284,52.018,18,2,0,1,6,89265
285,34.342,16,1,0,1,5,67708
286,56.503,13,0,0,0,1,34594
287,59.119,14,1,0,1,0,31369
288,49.444,17,0,0,0,1,31803
289,52.749,16,2,0,0,3,53211
290,34.005,14,3,0,1,1,42028
291,36.237,16,1,0,1,0,28898
292,33.941,16,1,0,2,2,47374
293,42.95,16,1,0,2,5,74909
294,45.862,14,1,1,1,4,56479
295,38.466,17,1,0,2,5,58123
296,36.331,16,0,0,2,5,89461
297,32.163,18,1,1,1,4,65442
298,41.567,17,3,0,0,3,41521
299,47.716,13,2,0,0,7,121831
300,42.276,14,1,1,0,6,75485
301,52.739,14,1,0,2,7,125968
302,39.446,16,1,0,1,3,56784
303,54.777,11,0,1,0,3,57384
304,31.042,14,1,0,2,6,90267
305,44.003,16,1,1,2,7,114157
306,36.615,18,1,0,1,0,33214
307,38.306,16,2,1,2,2,42083
308,33.514,16,1,1,1,7,113008
309,32.487,12,1,1,2,6,104397
310,54.142,17,0,0,1,2,40328
311,36.459,16,0,0,2,6,86294
312,54.428,16,0,0,1,1,45604
313,43.48,16,1,0,1,0,29658
314,43.232,19,1,0,1,3,61204
315,56.369,18,1,1,2,7,135456
316,36.755,20,1,1,2,2,44857
317,42.826,13,1,1,0,2,38302
318,52.692,16,0,1,1,4,59409
319,33.478,13,1,0,1,3,55140
320,38.897,12,0,0,0,7,99422
321,55.825,17,0,1,1,3,40289
322,52.354,16,1,1,1,1,41983
323,49.019,12,0,1,2,5,44471
324,42.434,12,1,0,0,1,28592
325,43.31,18,3,1,1,4,57368
326,39.565,13,1,0,0,0,33858
327,34.264,14,1,1,1,3,50375
328,31.692,18,1,0,2,5,88826
329,42.505,16,1,1,2,7,115673
330,49.004,16,3,1,1,3,57717
331,33.948,13,0,0,1,5,75382
332,32.039,12,3,0,2,2,48587
333,57.402,12,1,1,1,4,62198
334,50.979,16,1,0,2,0,27000
335,37.259,14,1,1,1,4,69390
336,37.17,14,1,0,0,2,52988
337,39.368,16,1,0,2,5,84681
338,58.061,13,1,1,1,2,49156
339,30.096,16,1,1,2,6,94139
340,39.796,19,1,0,2,1,39765
341,52.85,16,0,1,0,4,61673
342,39.715,16,1,0,1,5,55031
343,40.898,16,0,1,1,0,32725
344,31.037,12,0,1,2,6,129616
345,56.894,14,1,1,1,3,59687
346,44.439,16,1,1,1,3,70802
347,34.685,13,1,0,0,3,67370
348,43.443,12,1,1,1,4,64583
349,39.224,18,0,0,1,5,62371
350,45.515,9,1,1,0,7,119459
351,53.701,12,0,0,1,3,52508
352,32.01,16,0,1,0,1,33974
353,42.139,12,1,0,1,1,36114
354,49.478,16,1,0,0,1,35092
355,49.059,18,3,1,2,6,114257
356,48.095,14,3,1,1,4,55998
357,54.231,16,1,1,1,2,41670
358,46.063,16,0,0,2,2,35385
359,40.933,16,0,1,2,7,134376
360,54.104,16,1,1,2,7,117126
361,49.186,16,3,1,2,7,143319
362,43.237,14,0,0,0,2,40031
363,56.122,12,0,1,1,5,80037
364,41.984,16,1,0,0,1,34096
365,31.704,16,2,1,0,0,33872
366,31.942,12,1,0,2,6,101350
367,56.65,16,0,1,0,3,52266
368,33.048,16,0,1,1,2,42113
369,55.952,14,1,0,2,3,46667
370,39.391,14,3,1,1,3,52198
371,45.2,13,1,1,0,4,64397
372,31.191,16,3,0,0,7,107545
373,40.501,16,0,0,0,6,103463
374,47.783,16,0,0,0,1,33771
375,50.93,19,1,0,2,2,50411
376,47.03,12,1,1,1,6,88295
377,43.412,16,0,1,0,7,122139
378,33.131,16,0,1,2,6,76273
379,32.455,16,1,1,1,0,36379
380,40.325,12,1,1,0,1,29660
381,46.295,18,1,1,2,6,102662
382,39.446,8,1,1,1,5,56052
383,55.862,16,1,1,2,5,63967
384,39.7,12,0,0,2,0,28545
385,38.459,16,1,0,0,3,56077
386,59.771,18,1,1,2,6,93268
387,45.627,14,1,1,2,5,58178
388,38.926,16,1,1,0,7,111851
389,37.46,17,1,1,0,6,104626
390,40.28,14,0,1,1,6,95103
391,54.69,14,1,1,2,0,28673
392,50.946,16,1,1,1,4,50379
393,41.404,18,1,1,1,5,50297
394,42.478,16,1,1,2,5,61118
395,39.756,18,1,1,0,4,69407
396,37.402,18,1,1,2,7,115278
397,39.348,14,0,0,0,1,33779
398,40.545,14,1,0,0,1,33850
399,41.705,12,0,0,2,3,50446
400,48.533,16,1,1,1,7,122759
401,39.085,14,0,0,2,5,82053
402,41.457,16,0,1,0,4,62478
403,37.428,13,1,0,2,1,35624
404,30.571,16,1,1,2,5,91861
405,46.511,18,1,1,0,5,71322
406,55.477,18,3,0,2,1,36458
407,35.742,16,0,1,0,4,70230
408,38.948,14,2,1,0,4,69908
409,54.336,12,1,1,2,4,53065
410,57.168,18,3,1,0,6,109347
411,39.482,16,1,1,1,4,66919
412,44.29,16,1,1,0,4,64641
413,52.867,16,2,0,0,3,51438
414,47.715,12,1,0,1,4,63169
415,35.683,9,0,1,2,7,100085
416,36.736,18,0,0,0,3,53918
417,36.523,20,0,0,2,1,39056
418,39.845,16,1,0,2,3,40068
419,41.224,18,0,0,0,2,40682
420,34.168,13,1,1,0,3,68330
421,47.717,14,1,1,1,3,65449
422,33.307,18,0,0,2,0,27626
423,53.12,21,0,1,2,6,125516
424,37.708,14,1,0,2,6,128684
425,52.021,14,0,1,2,3,59934
426,58.436,14,1,0,2,6,95481
427,35.556,8,1,0,0,1,30937
428,41.735,12,0,0,1,1,35134
429,57.446,21,0,1,0,6,93064
430,54.441,16,2,1,1,6,99643
431,50.104,16,0,1,1,2,39084
432,30.592,14,1,1,0,4,51137
433,39.819,12,1,1,2,2,45266
434,31.297,12,2,1,1,0,26714
435,44.482,16,3,0,0,3,66079
436,48.38,21,1,1,1,6,91868
437,33.737,12,1,0,1,0,31568
438,32.709,16,1,0,0,1,28706
439,46.486,14,1,1,1,4,72100
440,38.821,14,0,0,0,6,88643
441,32.39,16,1,1,2,6,69762
442,51.338,14,0,0,1,1,35754
443,39.723,17,1,0,1,1,32491
444,52.074,19,1,1,0,4,72843
445,45.619,14,0,1,1,4,61304
446,31.574,16,1,0,0,0,32961
447,55.739,16,0,0,1,7,107494
448,41.906,18,0,0,2,5,50640
449,42.119,20,0,0,1,6,111993
450,35.154,16,1,0,1,6,77052
451,52.829,16,1,0,0,5,50931
452,45.3,16,0,1,2,6,99940
453,55.48,12,0,0,1,7,91069
454,30.246,18,2,0,2,5,64445
455,37.663,17,1,1,1,3,47331
456,38.1,12,3,1,2,0,23908
457,37.75,17,3,1,0,6,92366
458,45.141,20,0,1,0,3,47056
459,54.136,16,1,0,2,5,65531
460,31.147,20,2,1,2,7,93013
461,59.249,14,3,0,0,3,55538
462,39.828,18,1,0,2,5,90376
463,46.747,18,0,1,2,6,59239
464,34.155,19,1,0,2,1,41121
465,56.468,18,0,1,1,4,59766
466,38.663,12,1,1,0,1,43463
467,51.024,11,0,0,0,1,34159
468,35.398,16,3,0,0,3,57978
469,34.311,16,0,0,0,1,30210
470,46.792,14,1,1,1,2,44279
471,51.18,14,1,1,0,3,48824
472,37.561,18,1,1,1,1,36181
473,51.194,16,1,0,0,3,59372
474,42.181,12,0,1,1,4,48584
475,30.347,16,0,1,0,3,42691
476,34.028,8,1,1,0,4,55994
477,31.808,20,1,1,2,2,37558
478,36.256,8,0,1,2,7,126807
479,35.575,16,0,0,1,3,66258
480,44.077,16,1,1,0,6,114184
481,43.59,16,2,1,1,4,69759
482,30.979,16,0,0,1,3,41626
483,42.477,14,1,0,0,3,46144
484,53.632,18,1,1,2,6,69131
485,40.163,12,1,0,0,5,67667
486,36.125,18,1,0,0,2,49035
487,31.65,21,0,0,2,2,43039
488,35.214,16,1,0,0,3,54725
489,36.002,16,0,0,1,4,64606
490,40.712,13,1,1,1,4,45923
491,43.662,20,0,0,2,7,92635
492,33.801,12,0,1,0,4,60916
493,56.524,16,2,0,0,6,125393
494,39.503,12,2,1,1,0,25902
495,35.965,14,1,1,0,1,38607
496,53.516,20,0,0,1,0,31525
497,35.185,16,1,1,0,4,53478
498,37.343,14,3,1,2,2,43570
499,53.888,14,0,1,2,7,154980
500,31.198,18,1,1,1,4,60888
501,34.617,12,0,0,2,5,68343
502,47.77,12,0,1,2,1,43383
503,50.088,16,2,1,2,5,76600
504,49.192,18,0,1,1,4,65665
505,33.233,12,1,1,2,0,22427
506,44.645,12,1,1,2,7,105596
507,50.82,16,0,1,2,0,27796
508,31.778,13,0,0,1,1,46348
509,42.664,16,2,0,1,5,94851
510,31.128,12,1,1,1,5,60050
511,57.287,17,0,0,1,4,83824
512,34.524,14,0,1,0,6,84599
513,56.675,16,1,1,2,7,137337
514,59.913,21,1,1,2,5,67848
515,40.124,13,0,1,2,7,122792
516,51.937,14,1,1,2,2,37429
517,30.379,8,2,1,1,0,34460
518,39.472,16,0,0,2,6,93106
519,33.841,16,1,1,0,4,70608
520,35.49,12,3,0,2,1,36959
521,54.733,16,0,0,2,5,67117
522,54.175,17,1,0,1,2,40620
523,53.608,16,1,1,2,6,90154
524,51.58,16,1,1,2,7,126246
525,41.153,16,1,0,1,2,37072
526,47.043,13,2,0,2,1,35145
527,41.966,12,1,1,0,6,80689
528,30.819,17,3,1,2,1,38058
529,57.925,16,1,1,0,1,42332
530,47.954,18,1,1,0,7,83248
531,50.251,12,3,0,0,0,33411
532,57.623,18,1,0,2,2,53481
533,58.287,14,1,1,1,5,78209
534,36.526,18,1,0,1,6,128854
535,34.093,16,0,0,2,0,30383
536,43.861,12,1,0,2,5,48125
537,32.171,16,1,1,0,1,31772
538,54.035,12,1,1,1,4,67261
539,39.868,18,1,1,2,5,80357
540,53.317,14,0,1,1,3,47979
541,46.836,18,0,1,1,4,49377
542,42.196,12,0,1,2,6,102067
543,39.508,16,1,0,0,3,59071
544,35.659,14,1,0,0,3,51015
545,34.294,18,0,0,0,5,63408
546,49.859,13,0,1,1,1,36857
547,48.571,11,1,0,1,1,28423
548,54.333,9,1,0,0,1,42361
549,34.19,18,1,1,2,2,50180
550,39.48,13,3,1,0,1,33660
551,32.849,17,2,0,0,1,30962
552,49.927,16,1,0,2,5,81637
553,44.863,16,0,0,2,7,87691
554,35.536,11,0,1,2,2,54656
555,33.066,18,0,0,2,5,70323
556,37.819,13,1,0,0,3,46775
557,34.632,17,0,1,0,5,53227
558,55.916,13,0,0,0,2,51462
559,40.714,20,0,0,1,6,102814
560,49.333,18,1,1,0,4,53468
561,46.874,18,0,1,2,5,50916
562,48.638,18,1,0,2,6,105707
563,36.422,16,1,0,0,6,89201
564,38.173,16,1,1,2,5,53606
565,38.263,12,0,1,0,5,78451
566,50.124,16,1,1,0,6,124191
567,40.215,12,1,0,1,2,39997
568,45.531,14,0,1,1,4,62132
569,48.171,14,1,1,0,6,105772
570,51.908,14,1,1,0,6,90579
571,39.128,20,1,1,1,1,38297
572,38.463,14,1,1,0,6,112163
573,41.973,20,1,1,0,4,55239
574,55.795,14,3,0,2,5,58627
575,52.659,13,2,0,2,5,72151
576,45.768,12,1,1,0,1,44131
577,44.189,17,0,1,0,0,35416
578,33.163,12,0,0,2,2,38528
579,30.53,12,1,1,2,5,83466
580,31.949,12,1,1,1,4,52258
581,32.452,16,1,0,0,2,47657
582,37.311,12,0,0,0,1,25263
583,37.046,16,1,1,0,1,35251
584,41.582,13,1,0,0,7,118270
585,49.687,16,2,0,1,2,45507
586,33.063,20,1,1,1,4,65949
587,51.991,17,0,0,0,5,76378
588,52.873,14,1,1,2,5,54295
589,42.052,14,3,1,2,3,48217
590,49.394,16,1,1,0,4,71997
591,35.387,14,0,1,0,1,34433
592,52.835,16,1,0,1,1,42918
593,46.59,10,0,1,0,7,87192
594,50.098,12,0,1,1,2,35950
595,45.261,18,0,1,0,1,39545
596,39.581,20,1,0,1,0,29442
597,55.973,12,3,1,2,7,124541
598,54.691,21,1,0,1,1,33494
599,38.167,16,1,1,2,2,47784
600,36.573,12,0,1,1,4,55405
601,52.868,12,0,1,0,6,102731
602,44.412,14,0,0,1,2,54247
603,52.219,20,1,0,0,1,31828
604,35.247,21,1,1,1,0,22845
605,48.398,8,0,0,2,6,115279
606,47.763,12,0,0,0,3,47731
607,57.018,16,2,1,1,3,51095
608,37.059,16,0,1,1,4,67407
609,54.131,14,1,1,1,4,62967
610,50.354,16,1,0,1,1,34935
611,34.877,17,0,1,1,7,125636
612,50.535,12,0,0,1,3,65985
613,55.967,19,0,0,0,2,53223
614,52.572,12,1,0,0,0,34534
615,49.508,21,1,1,1,3,59373
616,44.753,18,1,0,1,1,48226
617,47.529,16,3,0,1,3,47229
618,49.21,16,0,0,2,7,100712
619,34.985,14,3,0,0,4,69089
620,32.028,16,1,0,1,3,53720
621,32.474,16,1,0,1,3,63094
622,52.446,12,1,1,0,0,26003
623,42.023,11,1,0,2,5,93104
624,47.361,18,1,1,0,6,79529
625,53.152,12,0,1,1,0,22810
626,47.708,14,3,0,1,0,27047
627,47.202,17,1,1,1,5,57557
628,45.465,12,0,1,2,3,55850
629,38.676,19,0,1,0,4,63680
630,44.366,16,0,0,0,3,54503
631,32.424,10,1,0,1,1,42893
632,39.552,16,0,0,0,3,47516
633,40.733,16,0,1,2,5,65652
634,56.128,16,1,1,0,6,103213
635,31.03,12,1,0,0,3,58885
636,41.036,13,3,1,1,5,66679
637,49.047,16,1,1,0,2,40642
638,32.422,12,1,0,2,0,29173
639,37.823,17,0,0,0,6,109778
640,42.055,14,1,1,0,4,75717
641,49.188,16,2,1,2,5,75502
642,50.403,18,1,0,0,3,62407
643,30.628,16,1,0,1,3,54939
644,37.02,16,1,0,0,2,32181
645,41.345,16,0,0,2,7,114426
646,59.627,16,1,1,1,2,55710
647,50.89,19,1,0,2,2,53372
648,46.874,14,1,1,0,0,32720
649,53.736,18,1,1,2,6,84860
650,48.199,16,1,0,1,3,57884
651,55.683,12,0,1,2,4,67437
652,36.846,17,1,0,1,0,26916
653,50.568,16,1,1,1,6,92418
654,30.932,14,1,1,1,4,50286
655,50.626,12,1,1,0,5,80883
656,40.806,17,0,0,0,5,72387
657,44.473,17,0,0,2,5,66182
658,49.767,16,1,1,2,6,116206
659,44.135,16,1,0,0,2,42319
660,34.825,17,2,1,2,1,37755
661,41.127,16,2,1,1,2,39013
662,38.983,16,1,1,2,7,116778
663,35.758,12,0,0,0,2,45223
664,46.756,12,1,1,1,0,21532
665,47.402,16,1,1,2,6,94235
666,39.779,18,0,1,2,6,90592
667,39.152,14,0,1,1,3,48713
668,49.714,16,2,1,2,7,116033
669,54.722,12,1,1,1,7,131348
670,34.065,18,1,0,0,0,26263
671,58.645,16,1,0,0,2,44186
672,30.474,20,3,0,2,1,40718
673,31.659,12,1,0,0,2,46492
674,35.923,14,3,1,0,1,33957
675,42.898,14,0,0,0,1,35117
676,44.938,12,1,0,1,0,33261
677,40.559,18,0,0,2,1,32424
678,33.058,12,1,0,1,3,59537
679,46.399,16,3,1,2,2,52245
680,53.442,21,0,0,0,1,27945
681,38.956,12,0,0,1,1,35346
682,58.918,14,1,0,1,1,36750
683,50.128,18,0,0,0,1,31496
684,46.519,16,1,1,0,3,41514
685,40.24,14,3,1,1,4,51101
686,39.976,17,1,0,0,7,144191
687,31.155,18,0,0,2,0,26907
688,52.677,13,3,1,1,0,25457
689,32.089,16,0,1,2,6,108034
690,32.406,14,0,1,1,4,77133
691,47.559,17,0,1,2,6,126762
692,35.01,16,1,0,0,6,53838
693,34.244,14,1,1,1,2,41163
694,49.773,14,0,1,1,4,64295
695,40.943,19,0,1,0,7,113863
696,49.22,16,1,0,0,3,48835
697,36.816,13,1,0,1,3,46279
698,54.578,14,1,0,2,5,68414
699,48.986,16,1,0,0,0,36607
700,45.459,16,1,0,2,6,113884
701,50.119,12,3,1,1,3,56445
702,46.805,16,1,0,1,0,30984
703,37.388,16,1,1,0,6,109379
704,49.062,13,0,1,0,6,132443
705,59.641,17,1,0,0,2,37092
706,44.035,16,0,1,1,4,80931
707,39.586,16,0,1,0,1,31273
708,47.872,12,1,0,2,6,89132
709,58.886,16,1,1,0,6,65857
710,40.093,12,1,1,2,6,61692
711,33.531,14,2,1,1,7,140651
712,37.243,12,0,0,2,5,57570
713,39.336,16,0,1,2,5,92673
714,34.79,16,3,1,1,0,22422
715,49.087,16,1,0,2,6,101780
716,41.953,14,1,0,2,2,46870
717,36.765,17,1,1,0,1,34814
718,39.754,16,0,0,0,0,30163
719,51.104,16,0,0,1,4,48953
720,38.062,14,1,0,2,5,56241
721,33.152,16,1,0,2,2,52806
722,50.741,12,1,0,0,1,33447
723,37.428,12,0,1,0,7,87079
724,46.028,20,1,1,2,6,98808
725,32.939,16,1,0,1,0,29671
726,30.35,16,1,1,0,1,45964
727,37.983,18,0,0,2,7,76108
728,36.901,18,2,0,2,5,81234
729,33.488,20,1,1,2,7,115853
730,54.308,16,1,0,2,5,70905
731,36.816,16,0,1,0,4,58654
732,38.454,17,1,1,1,0,28044
733,44.746,17,0,1,2,7,119277
